participant_id,item_id,category,word_length,freq_rank,retention_level,proficiency_score,exposure_composite,integrative_motivation_composite,multilingualism_count
16602611,17,abstract_noun,2,59,2,NA,1.8,3,0
16602611,18,abstract_noun,5,72,2,NA,1.8,3,0
16602611,19,abstract_noun,5,83,1,NA,1.8,3,0
16602611,20,abstract_noun,3,84,2,NA,1.8,3,0
16602611,21,abstract_noun,4,85,0,NA,1.8,3,0
16602611,22,abstract_noun,5,89,2,NA,1.8,3,0
16602611,23,abstract_noun,6,115,1,NA,1.8,3,0
16602611,24,abstract_noun,5,126,2,NA,1.8,3,0
16602611,25,abstract_noun,4,127,0,NA,1.8,3,0
16602611,26,abstract_noun,5,132,1,NA,1.8,3,0
16602611,27,abstract_noun,9,142,1,NA,1.8,3,0
16602611,28,abstract_noun,6,278,2,NA,1.8,3,0
16602611,29,abstract_noun,5,381,0,NA,1.8,3,0
16602611,30,abstract_noun,4,456,NA,NA,1.8,3,0
16602611,31,verb,4,17,2,NA,1.8,3,0
16602611,32,verb,4,20,0,NA,1.8,3,0
16602611,33,verb,7,24,NA,NA,1.8,3,0
16602611,34,verb,3,33,2,NA,1.8,3,0
16602611,35,verb,5,36,1,NA,1.8,3,0
16602611,36,verb,5,41,1,NA,1.8,3,0
16602611,37,verb,4,76,1,NA,1.8,3,0
16602611,38,verb,4,88,0,NA,1.8,3,0
16602611,39,verb,6,101,0,NA,1.8,3,0
16602611,40,verb,4,119,0,NA,1.8,3,0
16602611,41,verb,5,133,0,NA,1.8,3,0
16602611,42,verb,4,136,0,NA,1.8,3,0
16602611,43,verb,7,140,2,NA,1.8,3,0
16602611,44,verb,5,163,2,NA,1.8,3,0
16602611,45,verb,7,203,1,NA,1.8,3,0
16602611,46,adjective,5,80,2,NA,1.8,3,0
16602611,47,adjective,2,98,2,NA,1.8,3,0
16602611,48,adjective,2,121,2,NA,1.8,3,0
16602611,49,adjective,4,137,1,NA,1.8,3,0
16602611,50,adjective,3,154,2,NA,1.8,3,0
16602611,51,adjective,6,212,0,NA,1.8,3,0
16602611,52,adjective,4,305,0,NA,1.8,3,0
16602611,53,adjective,5,315,0,NA,1.8,3,0
16602611,54,adjective,6,339,1,NA,1.8,3,0
16602611,55,adjective,3,364,1,NA,1.8,3,0
16602611,56,adjective,5,370,2,NA,1.8,3,0
16602611,57,adjective,7,407,1,NA,1.8,3,0
16602611,58,adjective,4,432,2,NA,1.8,3,0
16602611,59,adjective,3,461,0,NA,1.8,3,0
16602611,60,adjective,4,706,2,NA,1.8,3,0
16602612,1,concrete_noun,5,79,2,NA,2.8,3.75,0
16602612,2,concrete_noun,4,92,2,NA,2.8,3.75,0
16602612,3,concrete_noun,5,107,2,NA,2.8,3.75,0
16602612,4,concrete_noun,7,139,2,NA,2.8,3.75,0
16602612,5,concrete_noun,4,144,2,NA,2.8,3.75,0
16602612,6,concrete_noun,7,157,2,NA,2.8,3.75,0
16602612,7,concrete_noun,4,158,2,NA,2.8,3.75,0
16602612,8,concrete_noun,5,217,2,NA,2.8,3.75,0
16602612,9,concrete_noun,6,220,2,NA,2.8,3.75,0
16602612,10,concrete_noun,7,238,2,NA,2.8,3.75,0
16602612,11,concrete_noun,5,243,2,NA,2.8,3.75,0
16602612,12,concrete_noun,3,249,2,NA,2.8,3.75,0
16602612,13,concrete_noun,4,258,2,NA,2.8,3.75,0
16602612,14,concrete_noun,9,310,2,NA,2.8,3.75,0
16602612,15,concrete_noun,3,384,2,NA,2.8,3.75,0
16602612,16,abstract_noun,6,39,2,NA,2.8,3.75,0
16602612,17,abstract_noun,2,59,2,NA,2.8,3.75,0
16602612,18,abstract_noun,5,72,2,NA,2.8,3.75,0
16602612,19,abstract_noun,5,83,2,NA,2.8,3.75,0
16602612,20,abstract_noun,3,84,2,NA,2.8,3.75,0
16602612,21,abstract_noun,4,85,2,NA,2.8,3.75,0
16602612,22,abstract_noun,5,89,2,NA,2.8,3.75,0
16602612,23,abstract_noun,6,115,2,NA,2.8,3.75,0
16602612,24,abstract_noun,5,126,2,NA,2.8,3.75,0
16602612,25,abstract_noun,4,127,2,NA,2.8,3.75,0
16602612,26,abstract_noun,5,132,2,NA,2.8,3.75,0
16602612,27,abstract_noun,9,142,2,NA,2.8,3.75,0
16602612,28,abstract_noun,6,278,2,NA,2.8,3.75,0
16602612,29,abstract_noun,5,381,2,NA,2.8,3.75,0
16602612,30,abstract_noun,4,456,2,NA,2.8,3.75,0
16602612,31,verb,4,17,2,NA,2.8,3.75,0
16602612,32,verb,4,20,1,NA,2.8,3.75,0
16602612,33,verb,7,24,2,NA,2.8,3.75,0
16602612,34,verb,3,33,1,NA,2.8,3.75,0
16602612,35,verb,5,36,2,NA,2.8,3.75,0
16602612,36,verb,5,41,1,NA,2.8,3.75,0
16602612,37,verb,4,76,0,NA,2.8,3.75,0
16602612,38,verb,4,88,0,NA,2.8,3.75,0
16602612,39,verb,6,101,2,NA,2.8,3.75,0
16602612,40,verb,4,119,0,NA,2.8,3.75,0
16602612,41,verb,5,133,0,NA,2.8,3.75,0
16602612,42,verb,4,136,1,NA,2.8,3.75,0
16602612,43,verb,7,140,2,NA,2.8,3.75,0
16602612,44,verb,5,163,2,NA,2.8,3.75,0
16602612,45,verb,7,203,1,NA,2.8,3.75,0
16602612,46,adjective,5,80,2,NA,2.8,3.75,0
16602612,47,adjective,2,98,2,NA,2.8,3.75,0
16602612,48,adjective,2,121,2,NA,2.8,3.75,0
16602612,49,adjective,4,137,2,NA,2.8,3.75,0
16602612,50,adjective,3,154,2,NA,2.8,3.75,0
16602612,51,adjective,6,212,NA,NA,2.8,3.75,0
16602612,52,adjective,4,305,2,NA,2.8,3.75,0
16602612,53,adjective,5,315,0,NA,2.8,3.75,0
16602612,54,adjective,6,339,2,NA,2.8,3.75,0
16602612,55,adjective,3,364,2,NA,2.8,3.75,0
16602612,56,adjective,5,370,2,NA,2.8,3.75,0
16602612,57,adjective,7,407,1,NA,2.8,3.75,0
16602612,58,adjective,4,432,2,NA,2.8,3.75,0
16602612,59,adjective,3,461,1,NA,2.8,3.75,0
16602612,60,adjective,4,706,2,NA,2.8,3.75,0
16602613,1,concrete_noun,5,79,2,NA,3.2,3.5,0
16602613,2,concrete_noun,4,92,2,NA,3.2,3.5,0
16602613,3,concrete_noun,5,107,2,NA,3.2,3.5,0
16602613,4,concrete_noun,7,139,2,NA,3.2,3.5,0
16602613,5,concrete_noun,4,144,2,NA,3.2,3.5,0
16602613,6,concrete_noun,7,157,2,NA,3.2,3.5,0
16602613,7,concrete_noun,4,158,2,NA,3.2,3.5,0
16602613,8,concrete_noun,5,217,2,NA,3.2,3.5,0
16602613,9,concrete_noun,6,220,2,NA,3.2,3.5,0
16602613,10,concrete_noun,7,238,1,NA,3.2,3.5,0
16602613,11,concrete_noun,5,243,2,NA,3.2,3.5,0
16602613,12,concrete_noun,3,249,2,NA,3.2,3.5,0
16602613,13,concrete_noun,4,258,2,NA,3.2,3.5,0
16602613,14,concrete_noun,9,310,2,NA,3.2,3.5,0
16602613,15,concrete_noun,3,384,2,NA,3.2,3.5,0
16602613,16,abstract_noun,6,39,1,NA,3.2,3.5,0
16602613,17,abstract_noun,2,59,2,NA,3.2,3.5,0
16602613,18,abstract_noun,5,72,2,NA,3.2,3.5,0
16602613,19,abstract_noun,5,83,2,NA,3.2,3.5,0
16602613,20,abstract_noun,3,84,2,NA,3.2,3.5,0
16602613,21,abstract_noun,4,85,2,NA,3.2,3.5,0
16602613,22,abstract_noun,5,89,2,NA,3.2,3.5,0
16602613,23,abstract_noun,6,115,2,NA,3.2,3.5,0
16602613,24,abstract_noun,5,126,2,NA,3.2,3.5,0
16602613,25,abstract_noun,4,127,2,NA,3.2,3.5,0
16602613,26,abstract_noun,5,132,2,NA,3.2,3.5,0
16602613,27,abstract_noun,9,142,2,NA,3.2,3.5,0
16602613,28,abstract_noun,6,278,2,NA,3.2,3.5,0
16602613,29,abstract_noun,5,381,2,NA,3.2,3.5,0
16602613,30,abstract_noun,4,456,2,NA,3.2,3.5,0
16602613,31,verb,4,17,2,NA,3.2,3.5,0
16602613,32,verb,4,20,2,NA,3.2,3.5,0
16602613,33,verb,7,24,2,NA,3.2,3.5,0
16602613,34,verb,3,33,1,NA,3.2,3.5,0
16602613,35,verb,5,36,NA,NA,3.2,3.5,0
16602613,36,verb,5,41,2,NA,3.2,3.5,0
16602613,37,verb,4,76,1,NA,3.2,3.5,0
16602613,38,verb,4,88,0,NA,3.2,3.5,0
16602613,39,verb,6,101,2,NA,3.2,3.5,0
16602613,40,verb,4,119,0,NA,3.2,3.5,0
16602613,41,verb,5,133,NA,NA,3.2,3.5,0
16602613,42,verb,4,136,2,NA,3.2,3.5,0
16602613,43,verb,7,140,2,NA,3.2,3.5,0
16602613,44,verb,5,163,2,NA,3.2,3.5,0
16602613,45,verb,7,203,2,NA,3.2,3.5,0
16602613,46,adjective,5,80,2,NA,3.2,3.5,0
16602613,47,adjective,2,98,2,NA,3.2,3.5,0
16602613,48,adjective,2,121,2,NA,3.2,3.5,0
16602613,49,adjective,4,137,2,NA,3.2,3.5,0
16602613,50,adjective,3,154,2,NA,3.2,3.5,0
16602613,51,adjective,6,212,1,NA,3.2,3.5,0
16602613,52,adjective,4,305,2,NA,3.2,3.5,0
16602613,53,adjective,5,315,1,NA,3.2,3.5,0
16602613,54,adjective,6,339,0,NA,3.2,3.5,0
16602613,55,adjective,3,364,2,NA,3.2,3.5,0
16602613,56,adjective,5,370,1,NA,3.2,3.5,0
16602613,57,adjective,7,407,2,NA,3.2,3.5,0
16602613,58,adjective,4,432,2,NA,3.2,3.5,0
16602613,59,adjective,3,461,1,NA,3.2,3.5,0
16602613,60,adjective,4,706,2,NA,3.2,3.5,0
16602614,1,concrete_noun,5,79,2,NA,3,2.25,0
16602614,2,concrete_noun,4,92,2,NA,3,2.25,0
16602614,3,concrete_noun,5,107,2,NA,3,2.25,0
16602614,4,concrete_noun,7,139,2,NA,3,2.25,0
16602614,5,concrete_noun,4,144,2,NA,3,2.25,0
16602614,6,concrete_noun,7,157,2,NA,3,2.25,0
16602614,7,concrete_noun,4,158,2,NA,3,2.25,0
16602614,8,concrete_noun,5,217,2,NA,3,2.25,0
16602614,9,concrete_noun,6,220,2,NA,3,2.25,0
16602614,10,concrete_noun,7,238,2,NA,3,2.25,0
16602614,11,concrete_noun,5,243,2,NA,3,2.25,0
16602614,12,concrete_noun,3,249,2,NA,3,2.25,0
16602614,13,concrete_noun,4,258,1,NA,3,2.25,0
16602614,14,concrete_noun,9,310,2,NA,3,2.25,0
16602614,15,concrete_noun,3,384,2,NA,3,2.25,0
16602614,16,abstract_noun,6,39,2,NA,3,2.25,0
16602614,17,abstract_noun,2,59,1,NA,3,2.25,0
16602614,18,abstract_noun,5,72,2,NA,3,2.25,0
16602614,19,abstract_noun,5,83,1,NA,3,2.25,0
16602614,20,abstract_noun,3,84,1,NA,3,2.25,0
16602614,21,abstract_noun,4,85,2,NA,3,2.25,0
16602614,22,abstract_noun,5,89,2,NA,3,2.25,0
16602614,23,abstract_noun,6,115,2,NA,3,2.25,0
16602614,24,abstract_noun,5,126,1,NA,3,2.25,0
16602614,25,abstract_noun,4,127,2,NA,3,2.25,0
16602614,26,abstract_noun,5,132,1,NA,3,2.25,0
16602614,27,abstract_noun,9,142,2,NA,3,2.25,0
16602614,28,abstract_noun,6,278,1,NA,3,2.25,0
16602614,29,abstract_noun,5,381,2,NA,3,2.25,0
16602614,30,abstract_noun,4,456,2,NA,3,2.25,0
16602614,31,verb,4,17,2,NA,3,2.25,0
16602614,32,verb,4,20,2,NA,3,2.25,0
16602614,33,verb,7,24,0,NA,3,2.25,0
16602614,34,verb,3,33,1,NA,3,2.25,0
16602614,35,verb,5,36,2,NA,3,2.25,0
16602614,36,verb,5,41,2,NA,3,2.25,0
16602614,37,verb,4,76,1,NA,3,2.25,0
16602614,38,verb,4,88,0,NA,3,2.25,0
16602614,39,verb,6,101,1,NA,3,2.25,0
16602614,40,verb,4,119,0,NA,3,2.25,0
16602614,41,verb,5,133,0,NA,3,2.25,0
16602614,42,verb,4,136,0,NA,3,2.25,0
16602614,43,verb,7,140,2,NA,3,2.25,0
16602614,44,verb,5,163,2,NA,3,2.25,0
16602614,45,verb,7,203,1,NA,3,2.25,0
16602614,46,adjective,5,80,2,NA,3,2.25,0
16602614,47,adjective,2,98,2,NA,3,2.25,0
16602614,48,adjective,2,121,1,NA,3,2.25,0
16602614,49,adjective,4,137,2,NA,3,2.25,0
16602614,50,adjective,3,154,1,NA,3,2.25,0
16602614,51,adjective,6,212,1,NA,3,2.25,0
16602614,52,adjective,4,305,1,NA,3,2.25,0
16602614,53,adjective,5,315,1,NA,3,2.25,0
16602614,54,adjective,6,339,2,NA,3,2.25,0
16602614,55,adjective,3,364,2,NA,3,2.25,0
16602614,56,adjective,5,370,2,NA,3,2.25,0
16602614,57,adjective,7,407,0,NA,3,2.25,0
16602614,58,adjective,4,432,2,NA,3,2.25,0
16602614,59,adjective,3,461,1,NA,3,2.25,0
16602614,60,adjective,4,706,2,NA,3,2.25,0
16602615,1,concrete_noun,5,79,2,NA,2.2,2.75,0
16602615,2,concrete_noun,4,92,NA,NA,2.2,2.75,0
16602615,3,concrete_noun,5,107,2,NA,2.2,2.75,0
16602615,4,concrete_noun,7,139,1,NA,2.2,2.75,0
16602615,5,concrete_noun,4,144,1,NA,2.2,2.75,0
16602615,6,concrete_noun,7,157,1,NA,2.2,2.75,0
16602615,7,concrete_noun,4,158,2,NA,2.2,2.75,0
16602615,8,concrete_noun,5,217,2,NA,2.2,2.75,0
16602615,9,concrete_noun,6,220,2,NA,2.2,2.75,0
16602615,10,concrete_noun,7,238,0,NA,2.2,2.75,0
16602615,11,concrete_noun,5,243,2,NA,2.2,2.75,0
16602615,12,concrete_noun,3,249,2,NA,2.2,2.75,0
16602615,13,concrete_noun,4,258,0,NA,2.2,2.75,0
16602615,14,concrete_noun,9,310,1,NA,2.2,2.75,0
16602615,15,concrete_noun,3,384,2,NA,2.2,2.75,0
16602615,16,abstract_noun,6,39,2,NA,2.2,2.75,0
16602615,17,abstract_noun,2,59,2,NA,2.2,2.75,0
16602615,18,abstract_noun,5,72,0,NA,2.2,2.75,0
16602615,19,abstract_noun,5,83,2,NA,2.2,2.75,0
16602615,20,abstract_noun,3,84,1,NA,2.2,2.75,0
16602615,21,abstract_noun,4,85,2,NA,2.2,2.75,0
16602615,22,abstract_noun,5,89,0,NA,2.2,2.75,0
16602615,23,abstract_noun,6,115,1,NA,2.2,2.75,0
16602615,24,abstract_noun,5,126,1,NA,2.2,2.75,0
16602615,25,abstract_noun,4,127,1,NA,2.2,2.75,0
16602615,26,abstract_noun,5,132,1,NA,2.2,2.75,0
16602615,27,abstract_noun,9,142,2,NA,2.2,2.75,0
16602615,28,abstract_noun,6,278,1,NA,2.2,2.75,0
16602615,29,abstract_noun,5,381,2,NA,2.2,2.75,0
16602615,30,abstract_noun,4,456,1,NA,2.2,2.75,0
16602615,31,verb,4,17,1,NA,2.2,2.75,0
16602615,32,verb,4,20,2,NA,2.2,2.75,0
16602615,33,verb,7,24,0,NA,2.2,2.75,0
16602615,34,verb,3,33,0,NA,2.2,2.75,0
16602615,35,verb,5,36,0,NA,2.2,2.75,0
16602615,36,verb,5,41,1,NA,2.2,2.75,0
16602615,37,verb,4,76,NA,NA,2.2,2.75,0
16602615,38,verb,4,88,0,NA,2.2,2.75,0
16602615,39,verb,6,101,2,NA,2.2,2.75,0
16602615,40,verb,4,119,0,NA,2.2,2.75,0
16602615,41,verb,5,133,0,NA,2.2,2.75,0
16602615,42,verb,4,136,2,NA,2.2,2.75,0
16602615,43,verb,7,140,2,NA,2.2,2.75,0
16602615,44,verb,5,163,0,NA,2.2,2.75,0
16602615,45,verb,7,203,1,NA,2.2,2.75,0
16602615,46,adjective,5,80,2,NA,2.2,2.75,0
16602615,47,adjective,2,98,2,NA,2.2,2.75,0
16602615,48,adjective,2,121,2,NA,2.2,2.75,0
16602615,49,adjective,4,137,0,NA,2.2,2.75,0
16602615,50,adjective,3,154,2,NA,2.2,2.75,0
16602615,51,adjective,6,212,NA,NA,2.2,2.75,0
16602615,52,adjective,4,305,0,NA,2.2,2.75,0
16602615,53,adjective,5,315,1,NA,2.2,2.75,0
16602615,54,adjective,6,339,0,NA,2.2,2.75,0
16602615,55,adjective,3,364,1,NA,2.2,2.75,0
16602615,56,adjective,5,370,2,NA,2.2,2.75,0
16602615,57,adjective,7,407,0,NA,2.2,2.75,0
16602615,58,adjective,4,432,1,NA,2.2,2.75,0
16602615,59,adjective,3,461,2,NA,2.2,2.75,0
16602615,60,adjective,4,706,1,NA,2.2,2.75,0
16602616,1,concrete_noun,5,79,NA,NA,2.6,1,0
16602616,2,concrete_noun,4,92,2,NA,2.6,1,0
16602616,3,concrete_noun,5,107,2,NA,2.6,1,0
16602616,4,concrete_noun,7,139,2,NA,2.6,1,0
16602616,5,concrete_noun,4,144,2,NA,2.6,1,0
16602616,6,concrete_noun,7,157,2,NA,2.6,1,0
16602616,7,concrete_noun,4,158,2,NA,2.6,1,0
16602616,8,concrete_noun,5,217,2,NA,2.6,1,0
16602616,9,concrete_noun,6,220,2,NA,2.6,1,0
16602616,10,concrete_noun,7,238,2,NA,2.6,1,0
16602616,11,concrete_noun,5,243,2,NA,2.6,1,0
16602616,12,concrete_noun,3,249,1,NA,2.6,1,0
16602616,13,concrete_noun,4,258,1,NA,2.6,1,0
16602616,14,concrete_noun,9,310,2,NA,2.6,1,0
16602616,15,concrete_noun,3,384,2,NA,2.6,1,0
16602616,16,abstract_noun,6,39,2,NA,2.6,1,0
16602616,17,abstract_noun,2,59,2,NA,2.6,1,0
16602616,18,abstract_noun,5,72,0,NA,2.6,1,0
16602616,19,abstract_noun,5,83,1,NA,2.6,1,0
16602616,20,abstract_noun,3,84,2,NA,2.6,1,0
16602616,21,abstract_noun,4,85,0,NA,2.6,1,0
16602616,22,abstract_noun,5,89,2,NA,2.6,1,0
16602616,23,abstract_noun,6,115,2,NA,2.6,1,0
16602616,24,abstract_noun,5,126,2,NA,2.6,1,0
16602616,25,abstract_noun,4,127,1,NA,2.6,1,0
16602616,26,abstract_noun,5,132,2,NA,2.6,1,0
16602616,27,abstract_noun,9,142,2,NA,2.6,1,0
16602616,28,abstract_noun,6,278,2,NA,2.6,1,0
16602616,29,abstract_noun,5,381,2,NA,2.6,1,0
16602616,30,abstract_noun,4,456,2,NA,2.6,1,0
16602616,31,verb,4,17,NA,NA,2.6,1,0
16602616,32,verb,4,20,0,NA,2.6,1,0
16602616,33,verb,7,24,2,NA,2.6,1,0
16602616,34,verb,3,33,2,NA,2.6,1,0
16602616,35,verb,5,36,1,NA,2.6,1,0
16602616,36,verb,5,41,0,NA,2.6,1,0
16602616,37,verb,4,76,1,NA,2.6,1,0
16602616,38,verb,4,88,0,NA,2.6,1,0
16602616,39,verb,6,101,2,NA,2.6,1,0
16602616,40,verb,4,119,1,NA,2.6,1,0
16602616,41,verb,5,133,1,NA,2.6,1,0
16602616,42,verb,4,136,1,NA,2.6,1,0
16602616,43,verb,7,140,2,NA,2.6,1,0
16602616,44,verb,5,163,2,NA,2.6,1,0
16602616,45,verb,7,203,2,NA,2.6,1,0
16602616,46,adjective,5,80,2,NA,2.6,1,0
16602616,47,adjective,2,98,2,NA,2.6,1,0
16602616,48,adjective,2,121,2,NA,2.6,1,0
16602616,49,adjective,4,137,2,NA,2.6,1,0
16602616,50,adjective,3,154,2,NA,2.6,1,0
16602616,51,adjective,6,212,NA,NA,2.6,1,0
16602616,52,adjective,4,305,2,NA,2.6,1,0
16602616,53,adjective,5,315,2,NA,2.6,1,0
16602616,54,adjective,6,339,0,NA,2.6,1,0
16602616,55,adjective,3,364,1,NA,2.6,1,0
16602616,56,adjective,5,370,1,NA,2.6,1,0
16602616,57,adjective,7,407,1,NA,2.6,1,0
16602616,58,adjective,4,432,2,NA,2.6,1,0
